Date,Ciudad,NO (Ąg/m3),NO2 (Ąg/m3),NOX (Ąg/m3),PM10 (Ąg/m3),tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres
2021-04-08,BILBAO,2.0,21.0,19.0,19.0,14.1,2.3,24.4,0.0,,128.0,13.8,28.5,1019.3
2021-04-09,BILBAO,4.0,19.0,14.0,18.0,14.7,9.6,20.8,0.0,,131.0,14.2,28.5,1015.7
2021-04-10,BILBAO,1.0,11.0,10.0,15.0,14.8,11.6,22.3,16.3,,159.0,13.6,28.5,1012.2
2021-04-11,BILBAO,1.0,6.0,5.0,12.0,10.3,4.3,12.4,7.5,,306.0,8.9,28.5,1018.2
2021-04-12,BILBAO,4.0,19.0,13.0,10.0,8.1,3.2,13.3,0.0,,68.0,9.9,28.5,1028.9
2021-04-13,BILBAO,7.0,31.0,20.0,19.0,9.3,2.2,15.8,0.0,,73.0,9.7,28.5,1025.3
2021-04-14,BILBAO,10.0,34.0,19.0,21.0,10.1,3.6,16.5,0.0,,63.0,10.6,28.5,1022.2
2021-04-15,BILBAO,9.0,29.0,16.0,22.0,8.4,2.2,14.8,0.0,,52.0,8.3,28.5,1022.5
2021-04-16,BILBAO,5.0,21.0,14.0,17.0,7.6,1.1,13.2,0.0,,49.0,9.7,28.5,1023.9
2021-04-17,BILBAO,2.0,11.0,9.0,15.0,8.1,3.3,12.7,0.0,,60.0,8.6,28.5,1024.9
2021-04-18,BILBAO,1.0,8.0,7.0,18.0,10.6,4.4,17.4,0.0,,71.0,7.7,28.5,1023.8
2021-04-19,BILBAO,9.0,38.0,25.0,32.0,10.9,2.9,20.7,0.4,,72.0,8.9,28.5,1018.8
2021-04-20,BILBAO,7.0,34.0,24.0,28.0,12.6,8.0,18.0,0.0,,11.0,7.5,28.5,1015.5
2021-04-21,BILBAO,5.0,28.0,20.0,25.0,14.2,9.1,19.8,0.0,,75.0,8.7,28.5,1013.4
2021-04-22,BILBAO,1.0,16.0,15.0,12.0,17.5,12.9,21.9,0.0,,126.0,16.1,28.5,1013.5
2021-04-23,BILBAO,1.0,16.0,15.0,19.0,19.8,13.7,25.3,0.0,,125.0,14.9,37.0,1015.9
2021-04-24,BILBAO,1.0,7.0,6.0,10.0,20.9,16.8,26.2,0.0,,135.0,21.5,42.6,1014.2
2021-04-25,BILBAO,1.0,8.0,8.0,10.0,18.3,13.3,21.4,1.6,,112.0,16.0,37.0,1011.0
2021-04-26,BILBAO,4.0,25.0,19.0,21.0,15.0,12.9,17.1,13.8,,323.0,7.2,22.2,1007.7
2021-04-27,BILBAO,1.0,14.0,13.0,17.0,14.4,12.2,18.1,0.3,,295.0,9.1,22.2,1007.4
2021-04-28,BILBAO,1.0,12.0,11.0,26.0,12.8,10.1,14.5,2.9,,307.0,9.8,24.1,1008.9
2021-04-29,BILBAO,3.0,21.0,17.0,11.0,10.7,7.7,13.0,3.9,,321.0,4.2,20.4,1011.2
2021-04-30,BILBAO,5.0,26.0,19.0,14.0,10.1,7.3,12.2,0.6,,42.0,5.9,22.2,1013.4
2021-05-01,BILBAO,1.0,7.0,6.0,12.0,11.7,7.9,15.6,0.0,,341.0,11.9,35.2,1016.3
2021-05-02,BILBAO,1.0,7.0,5.0,10.0,10.9,5.5,15.8,0.0,,52.0,7.7,24.1,1021.7
2021-05-03,BILBAO,5.0,28.0,20.0,20.0,12.2,4.6,19.9,0.0,,93.0,7.7,24.1,1022.2
2021-05-04,BILBAO,7.0,28.0,17.0,25.0,13.4,6.0,19.4,1.0,,25.0,9.6,25.9,1019.2
2021-05-05,BILBAO,1.0,15.0,13.0,14.0,15.6,12.3,19.7,0.4,,300.0,9.6,20.4,1018.6
2021-05-06,BILBAO,6.0,21.0,12.0,17.0,15.5,9.6,21.2,0.0,,9.0,9.6,24.1,1016.7
2021-05-07,BILBAO,5.0,18.0,11.0,23.0,17.2,12.8,21.4,0.0,,19.0,7.3,24.1,1018.9
2021-05-08,BILBAO,2.0,14.0,11.0,22.0,18.9,11.9,30.9,0.0,,319.0,9.4,33.3,1011.2
2021-05-09,BILBAO,1.0,9.0,8.0,18.0,17.2,10.4,25.0,9.7,,203.0,11.8,38.9,1002.5
2021-05-10,BILBAO,1.0,11.0,9.0,11.0,14.4,8.9,21.7,2.5,,153.0,13.9,31.5,1008.7
2021-05-11,BILBAO,1.0,10.0,8.0,13.0,13.4,7.5,17.1,0.0,,338.0,11.0,37.0,1016.7
2021-05-12,BILBAO,1.0,7.0,6.0,13.0,14.9,8.6,21.2,2.1,,239.0,22.4,48.2,1015.2
2021-05-13,BILBAO,2.0,16.0,13.0,13.0,13.3,8.5,18.9,9.3,,222.0,9.3,33.3,1014.8
2021-05-14,BILBAO,1.0,11.0,10.0,13.0,13.4,8.6,18.4,0.0,,323.0,9.3,33.3,1018.0
2021-05-15,BILBAO,3.0,22.0,18.0,15.0,15.3,12.1,18.9,2.4,,16.0,6.0,29.6,1012.5
2021-05-16,BILBAO,1.0,8.0,7.0,13.0,14.8,13.2,15.4,0.6,,293.0,11.8,29.6,1014.0
2021-05-17,BILBAO,1.0,8.0,7.0,22.0,14.9,9.5,18.0,0.0,,296.0,15.2,31.5,1021.3
2021-05-18,BILBAO,5.0,24.0,17.0,18.0,13.3,9.2,22.9,5.4,,52.0,9.6,31.5,1019.9
2021-05-19,BILBAO,3.0,15.0,11.0,12.0,13.8,8.6,17.8,0.2,,11.0,8.7,31.5,1027.3
2021-05-20,BILBAO,6.0,29.0,20.0,21.0,15.7,7.3,24.6,0.0,,61.0,10.7,25.9,1023.1
2021-05-21,BILBAO,4.0,28.0,22.0,17.0,12.8,10.2,15.3,1.0,,86.0,7.7,27.8,1018.5
2021-05-22,BILBAO,2.0,15.0,13.0,15.0,12.1,6.9,14.8,1.0,,305.0,8.1,29.6,1018.3
2021-05-23,BILBAO,2.0,11.0,7.0,12.0,13.0,5.4,19.8,1.2,,52.0,8.1,24.1,1020.0
2021-05-24,BILBAO,1.0,13.0,12.0,34.0,13.7,9.3,18.2,0.9,,304.0,17.2,33.3,1020.8
2021-05-25,BILBAO,3.0,15.0,11.0,24.0,13.9,8.4,18.1,0.0,,329.0,10.2,24.1,1028.0
2021-05-26,BILBAO,6.0,23.0,15.0,25.0,13.5,7.1,20.3,0.0,,29.0,7.8,22.2,1022.6
2021-05-27,BILBAO,7.0,26.0,16.0,32.0,15.7,7.8,25.7,0.0,,59.0,10.7,29.6,1018.2
2021-05-28,BILBAO,10.0,39.0,24.0,41.0,17.5,12.1,23.0,0.8,,19.0,7.0,22.2,1017.5
2021-05-29,BILBAO,1.0,10.0,9.0,26.0,17.2,13.0,20.7,0.0,,335.0,9.1,24.1,1021.8
2021-05-30,BILBAO,2.0,14.0,12.0,27.0,18.0,12.9,23.0,0.3,,270.0,9.6,22.2,1020.1
2021-05-31,BILBAO,5.0,30.0,24.0,37.0,21.9,13.6,30.4,23.6,,73.0,7.7,25.9,1013.1
2021-06-01,BILBAO,1.0,12.0,10.0,27.0,21.1,15.6,24.3,0.0,,126.0,18.6,35.2,1009.1
2021-06-02,BILBAO,4.0,26.0,20.0,39.0,18.9,13.7,25.6,0.2,,35.0,11.1,24.1,1013.9
2021-06-03,BILBAO,1.0,10.0,9.0,22.0,15.6,13.4,16.7,13.3,,301.0,10.5,25.9,1020.6
2021-06-04,BILBAO,2.0,12.0,10.0,14.0,14.1,9.8,16.8,1.3,,294.0,8.9,31.5,1025.8
2021-06-05,BILBAO,3.0,14.0,7.0,14.0,14.9,8.9,20.9,0.0,,49.0,6.8,24.1,1026.5
2021-06-06,BILBAO,2.0,9.0,6.0,18.0,17.3,12.2,21.5,0.0,,295.0,9.4,22.2,1025.2
2021-06-07,BILBAO,3.0,18.0,13.0,25.0,18.8,11.5,25.1,0.0,,70.0,9.0,25.9,1023.4
2021-06-08,BILBAO,5.0,21.0,14.0,28.0,18.2,12.2,23.9,0.0,,6.0,11.3,25.9,1022.6
2021-06-09,BILBAO,1.0,8.0,7.0,19.0,18.8,14.4,22.4,0.0,,318.0,8.9,22.2,1024.5
2021-06-10,BILBAO,4.0,20.0,13.0,22.0,19.1,12.8,25.2,0.0,,35.0,7.8,24.1,1022.4
2021-06-11,BILBAO,4.0,19.0,13.0,20.0,18.4,14.4,22.5,0.0,,347.0,8.2,24.1,1021.9
2021-06-12,BILBAO,2.0,12.0,10.0,27.0,20.2,16.6,24.4,0.0,,290.0,8.4,24.1,1022.6
2021-06-13,BILBAO,4.0,27.0,21.0,54.0,24.8,15.1,34.1,0.0,,81.0,8.8,27.8,1020.0
2021-06-14,BILBAO,3.0,23.0,20.0,40.0,23.4,19.0,29.5,3.6,,328.0,10.3,24.1,1020.5
2021-06-15,BILBAO,7.0,31.0,21.0,37.0,22.7,17.9,29.1,2.7,,33.0,7.9,24.1,1018.8
2021-06-16,BILBAO,2.0,23.0,20.0,26.0,22.3,18.4,29.8,8.2,,159.0,13.6,29.6,1011.7
2021-06-17,BILBAO,2.0,17.0,15.0,21.0,19.0,17.5,19.7,4.5,,351.0,5.7,25.9,1010.9
2021-06-18,BILBAO,5.0,22.0,15.0,26.0,19.9,17.3,23.7,17.5,,341.0,7.1,22.2,1013.7
2021-06-19,BILBAO,2.0,13.0,10.0,15.0,19.9,16.5,25.6,0.0,,13.0,9.7,29.6,1013.8
2021-06-20,BILBAO,1.0,10.0,9.0,13.0,20.6,14.6,26.1,0.0,,186.0,11.8,33.3,1007.5
2021-06-21,BILBAO,2.0,16.0,13.0,13.0,17.7,14.2,22.2,19.4,,245.0,9.1,33.3,1009.7
2021-06-22,BILBAO,2.0,15.0,12.0,11.0,16.4,13.5,19.7,37.2,,270.0,12.8,42.6,1016.8
2021-06-23,BILBAO,1.0,13.0,11.0,16.0,15.1,13.9,16.3,6.8,,276.0,15.0,44.5,1022.2
2021-06-24,BILBAO,2.0,13.0,11.0,19.0,17.0,12.5,20.8,0.0,,334.0,6.7,24.1,1024.8
2021-06-25,BILBAO,5.0,20.0,14.0,20.0,17.8,11.6,23.5,0.0,,60.0,8.4,22.2,1022.4
2021-06-26,BILBAO,2.0,13.0,10.0,18.0,17.9,12.5,22.6,0.0,,38.0,8.8,24.1,1016.4
2021-06-27,BILBAO,1.0,12.0,11.0,15.0,16.2,12.1,16.9,0.6,,356.0,7.8,25.9,1015.4
2021-06-28,BILBAO,3.0,21.0,17.0,20.0,16.2,11.1,21.1,0.8,,59.0,10.4,40.8,1017.5
2021-06-29,BILBAO,2.0,14.0,11.0,24.0,17.8,14.7,20.4,0.0,,303.0,15.5,33.3,1020.8
2021-06-30,BILBAO,4.0,19.0,13.0,21.0,18.6,15.5,21.9,0.0,,54.0,7.8,24.1,1019.7
2021-07-01,BILBAO,2.0,19.0,16.0,23.0,18.9,16.4,21.8,0.0,,1.0,4.8,22.2,1019.3
2021-07-02,BILBAO,3.0,23.0,19.0,27.0,21.2,17.3,27.4,0.8,,12.0,8.8,25.9,1017.4
2021-07-03,BILBAO,1.0,13.0,11.0,22.0,20.8,18.0,24.0,0.0,,332.0,8.4,22.2,1017.1
2021-07-04,BILBAO,1.0,9.0,8.0,11.0,21.9,18.3,25.8,0.0,,340.0,7.3,24.1,1015.9
2021-07-05,BILBAO,8.0,32.0,20.0,29.0,23.5,15.6,34.7,0.3,,92.0,10.1,33.3,1011.4
2021-07-06,BILBAO,2.0,16.0,14.0,17.0,18.0,16.0,19.1,0.0,,317.0,7.2,22.2,1014.4
2021-07-07,BILBAO,6.0,22.0,13.0,13.0,17.2,14.8,20.0,7.1,,343.0,9.7,33.3,1019.9
2021-07-08,BILBAO,2.0,12.0,9.0,12.0,17.6,13.4,21.3,0.0,,305.0,8.2,24.1,1026.0
2021-07-09,BILBAO,7.0,20.0,10.0,16.0,18.3,10.7,24.3,0.0,,90.0,10.5,25.9,1023.6
2021-07-10,BILBAO,2.0,10.0,8.0,18.0,20.2,15.5,23.4,0.0,,300.0,7.8,24.1,1020.3
2021-07-11,BILBAO,3.0,15.0,10.0,22.0,20.1,13.9,27.5,1.5,,79.0,11.9,29.6,1015.5
2021-07-12,BILBAO,2.0,10.0,8.0,14.0,17.4,15.5,19.5,6.6,,296.0,18.8,44.5,1017.6
2021-07-13,BILBAO,2.0,11.0,9.0,21.0,16.7,14.2,19.4,6.2,,280.0,17.8,44.5,1022.8
2021-07-14,BILBAO,4.0,18.0,12.0,18.0,17.7,14.9,20.4,0.0,,309.0,8.5,27.8,1024.6
2021-07-15,BILBAO,5.0,21.0,13.0,15.0,18.4,13.7,21.6,0.0,,54.0,7.7,22.2,1023.9
2021-07-16,BILBAO,6.0,22.0,13.0,18.0,18.9,13.5,24.7,0.0,,37.0,6.2,25.9,1023.3
2021-07-17,BILBAO,4.0,17.0,12.0,24.0,20.6,13.4,27.1,0.0,,42.0,7.8,24.1,1021.4
2021-07-18,BILBAO,3.0,16.0,13.0,28.0,21.3,15.3,26.7,0.0,,345.0,9.6,24.1,1019.2
2021-07-19,BILBAO,6.0,29.0,21.0,41.0,22.3,16.2,27.8,0.0,,348.0,8.7,24.1,1015.9
2021-07-20,BILBAO,4.0,22.0,16.0,36.0,20.9,15.6,26.6,0.0,,353.0,9.3,25.9,1015.3
2021-07-21,BILBAO,2.0,11.0,10.0,44.0,21.3,19.2,25.8,0.5,,304.0,7.8,25.9,1018.9
2021-07-22,BILBAO,2.0,12.0,10.0,29.0,21.1,18.9,24.8,0.0,,324.0,7.0,25.9,1017.3
2021-07-23,BILBAO,2.0,17.0,14.0,24.0,20.7,16.1,23.2,0.0,,344.0,9.9,31.5,1013.1
2021-07-24,BILBAO,4.0,15.0,10.0,17.0,20.5,15.9,25.0,0.1,,52.0,9.6,25.9,1014.2
2021-07-25,BILBAO,1.0,6.0,5.0,14.0,20.7,17.6,23.3,0.2,,304.0,10.3,25.9,1014.6
2021-07-26,BILBAO,2.0,12.0,10.0,17.0,20.6,15.2,24.4,0.0,,359.0,7.0,25.9,1017.1
2021-07-27,BILBAO,5.0,24.0,17.0,23.0,19.2,13.8,23.0,2.2,,11.0,9.1,24.1,1016.9
2021-07-28,BILBAO,4.0,18.0,13.0,17.0,19.3,14.9,21.8,0.0,,46.0,6.6,24.1,1018.6
2021-07-29,BILBAO,5.0,22.0,14.0,18.0,18.6,13.8,22.3,0.1,,40.0,6.2,24.1,1016.7
2021-07-30,BILBAO,5.0,18.0,11.0,23.0,20.0,16.3,24.6,1.4,,1.0,8.6,27.8,1016.5
2021-07-31,BILBAO,1.0,9.0,8.0,13.0,16.2,13.0,19.2,4.0,,271.0,8.0,31.5,1018.0
2021-08-01,BILBAO,1.0,8.0,6.0,12.0,17.8,13.2,22.6,0.0,,344.0,8.2,24.1,1018.1
2021-08-02,BILBAO,7.0,22.0,11.0,19.0,18.6,11.9,24.0,0.0,,39.0,7.9,24.1,1018.5
2021-08-03,BILBAO,5.0,23.0,15.0,20.0,19.0,13.8,24.2,16.3,,58.0,6.2,22.2,1017.2
2021-08-04,BILBAO,4.0,21.0,14.0,17.0,19.9,17.0,22.9,0.6,,341.0,10.7,38.9,1016.8
2021-08-05,BILBAO,6.0,20.0,12.0,17.0,21.5,15.6,29.0,0.1,,36.0,10.3,29.6,1015.6
2021-08-06,BILBAO,2.0,12.0,9.0,13.0,18.8,16.8,20.9,0.1,,315.0,8.6,22.2,1013.4
2021-08-07,BILBAO,2.0,11.0,9.0,13.0,18.3,14.3,20.9,1.2,,347.0,10.1,35.2,1011.9
2021-08-08,BILBAO,1.0,8.0,6.0,12.0,19.1,14.9,22.8,0.0,,11.0,8.1,25.9,1018.2
2021-08-09,BILBAO,4.0,18.0,12.0,20.0,20.3,15.1,25.5,0.0,,28.0,8.8,24.1,1017.7
2021-08-10,BILBAO,5.0,20.0,12.0,24.0,20.3,15.5,25.2,0.0,,7.0,7.6,24.1,1018.8
2021-08-11,BILBAO,6.0,20.0,12.0,21.0,21.2,18.0,26.0,0.0,,31.0,6.0,24.1,1019.2
2021-08-12,BILBAO,4.0,18.0,12.0,23.0,21.3,17.4,23.6,0.0,,316.0,7.6,27.8,1020.2
2021-08-13,BILBAO,5.0,19.0,12.0,21.0,22.2,16.9,27.1,0.0,,79.0,7.6,27.8,1023.2
2021-08-14,BILBAO,2.0,10.0,8.0,24.0,22.3,20.6,23.9,0.1,,336.0,7.0,27.8,1020.5
2021-08-15,BILBAO,1.0,8.0,7.0,17.0,20.6,18.6,21.4,2.3,,311.0,7.0,24.1,1021.8
2021-08-16,BILBAO,3.0,12.0,8.0,15.0,20.3,16.8,23.1,0.0,,329.0,10.3,29.6,1025.1
2021-08-17,BILBAO,1.0,7.0,5.0,17.0,19.6,16.1,23.0,0.0,,352.0,9.1,27.8,1026.4
2021-08-18,BILBAO,1.0,10.0,8.0,10.0,18.5,16.0,20.6,0.5,,20.0,6.0,22.2,1023.1
2021-08-19,BILBAO,2.0,12.0,10.0,8.0,17.8,15.1,20.1,1.3,,284.0,5.6,22.2,1018.5
2021-08-20,BILBAO,6.0,21.0,12.0,24.0,20.6,13.9,28.8,0.0,,61.0,11.2,29.6,1015.1
2021-08-21,BILBAO,2.0,12.0,9.0,22.0,21.6,16.0,27.6,0.0,,345.0,6.1,22.2,1019.2
2021-08-22,BILBAO,2.0,11.0,8.0,13.0,20.3,15.6,24.6,0.1,,54.0,7.8,22.2,1023.6
2021-08-23,BILBAO,2.0,11.0,8.0,11.0,20.4,16.3,24.7,0.0,,21.0,6.3,24.1,1023.2
2021-08-24,BILBAO,6.0,21.0,11.0,17.0,20.3,15.5,26.2,0.0,,49.0,7.7,24.1,1019.1
2021-08-25,BILBAO,3.0,17.0,14.0,21.0,20.6,14.8,26.7,0.0,,42.0,7.4,24.1,1014.9
2021-08-26,BILBAO,5.0,23.0,16.0,25.0,21.2,15.5,27.8,0.0,,47.0,9.2,24.1,1015.5
2021-08-27,BILBAO,4.0,21.0,15.0,24.0,20.5,14.5,28.5,0.0,,78.0,7.6,25.9,1016.8
2021-08-28,BILBAO,2.0,13.0,10.0,17.0,19.2,13.6,24.6,0.0,,60.0,8.2,24.1,1018.7
2021-08-29,BILBAO,2.0,12.0,9.0,16.0,18.7,12.1,25.5,0.0,,63.0,8.5,25.9,1018.0
2021-08-30,BILBAO,4.0,20.0,14.0,20.0,18.8,14.0,24.1,0.0,,13.0,7.5,22.2,1016.6
2021-08-31,BILBAO,5.0,23.0,16.0,21.0,20.1,13.5,26.9,0.1,,65.0,8.2,24.1,1018.2
2021-09-01,BILBAO,8.0,34.0,22.0,30.0,20.0,15.5,26.9,5.4,,57.0,9.7,25.9,1017.2
2021-09-02,BILBAO,6.0,32.0,22.0,29.0,20.5,17.9,24.4,1.8,,30.0,6.6,22.2,1016.9
2021-09-03,BILBAO,4.0,24.0,18.0,31.0,20.6,17.1,24.2,0.0,,326.0,6.0,22.2,1017.5
2021-09-04,BILBAO,4.0,18.0,13.0,25.0,20.3,15.0,25.5,0.0,,51.0,7.5,22.2,1016.2
2021-09-05,BILBAO,2.0,21.0,18.0,33.0,24.8,19.4,35.6,0.0,,131.0,7.3,25.9,1015.4
2021-09-06,BILBAO,5.0,46.0,39.0,41.0,28.5,19.2,38.8,0.0,,68.0,7.2,25.9,1015.4
2021-09-07,BILBAO,3.0,28.0,23.0,42.0,28.9,19.8,35.3,0.0,,143.0,18.0,35.2,1012.2
2021-09-08,BILBAO,4.0,25.0,19.0,33.0,23.2,18.8,30.7,0.1,,258.0,10.7,24.1,1012.9
2021-09-09,BILBAO,4.0,25.0,19.0,19.0,22.1,17.2,27.1,6.2,,9.0,7.0,18.5,1014.6
2021-09-10,BILBAO,4.0,20.0,15.0,18.0,20.1,15.8,24.7,0.0,,358.0,6.9,25.9,1018.5
2021-09-11,BILBAO,4.0,19.0,13.0,20.0,20.7,14.2,28.2,0.0,,88.0,8.2,24.1,1018.7
2021-09-12,BILBAO,4.0,27.0,22.0,29.0,22.7,16.0,31.9,0.0,,79.0,5.9,24.1,1014.8
2021-09-13,BILBAO,3.0,29.0,24.0,32.0,26.0,18.5,33.3,0.7,,118.0,10.2,33.3,1010.9
2021-09-14,BILBAO,5.0,29.0,22.0,23.0,22.6,18.8,26.6,2.6,,74.0,7.1,27.8,1010.7
2021-09-15,BILBAO,5.0,23.0,15.0,21.0,21.3,18.0,26.3,11.5,,355.0,9.3,25.9,1014.1
2021-09-16,BILBAO,2.0,14.0,12.0,19.0,19.5,14.6,23.1,0.0,,297.0,8.2,27.8,1020.0
2021-09-17,BILBAO,7.0,26.0,15.0,26.0,19.1,13.0,25.9,4.6,,43.0,10.1,22.2,1016.5
2021-09-18,BILBAO,1.0,8.0,6.0,12.0,18.2,15.2,21.2,1.4,,290.0,11.5,33.3,1017.9
2021-09-19,BILBAO,1.0,7.0,5.0,13.0,17.9,13.3,21.9,3.3,,312.0,10.2,27.8,1022.0
2021-09-20,BILBAO,2.0,13.0,11.0,16.0,15.9,12.8,20.1,18.7,,299.0,6.9,31.5,1024.9
2021-09-21,BILBAO,7.0,22.0,12.0,19.0,16.3,11.8,20.8,17.7,,13.0,8.4,24.1,1026.9
2021-09-22,BILBAO,4.0,17.0,12.0,20.0,17.4,13.5,22.2,0.0,,93.0,6.4,22.2,1023.6
2021-09-23,BILBAO,8.0,24.0,12.0,29.0,18.3,13.6,22.6,0.0,,72.0,6.6,20.4,1021.9
2021-09-24,BILBAO,8.0,37.0,25.0,32.0,19.6,14.0,24.9,0.0,,94.0,6.7,22.2,1016.7
2021-09-25,BILBAO,2.0,16.0,14.0,17.0,21.3,15.2,27.4,2.4,,199.0,10.6,29.6,1013.7
2021-09-26,BILBAO,2.0,19.0,16.0,15.0,20.0,14.3,25.9,0.0,,100.0,7.9,18.5,1019.0
2021-09-27,BILBAO,2.0,14.0,12.0,17.0,20.1,16.3,23.8,0.0,,298.0,12.4,25.9,1021.6
2021-09-28,BILBAO,9.0,33.0,19.0,24.0,17.7,15.4,21.4,0.1,,17.0,9.3,20.4,1023.1
2021-09-29,BILBAO,6.0,30.0,21.0,18.0,16.6,11.9,21.7,2.0,,61.0,8.7,27.8,1028.2
2021-09-30,BILBAO,7.0,30.0,20.0,18.0,16.7,11.0,21.7,0.0,,88.0,6.7,18.5,1027.6
2021-10-01,BILBAO,14.0,47.0,27.0,26.0,16.8,10.6,23.3,0.0,,55.0,5.4,18.5,1021.4
2021-10-02,BILBAO,4.0,19.0,12.0,15.0,20.9,12.2,27.1,21.9,,149.0,11.1,46.3,1011.7
2021-10-03,BILBAO,1.0,9.0,8.0,11.0,16.8,10.2,25.9,1.3,,282.0,20.8,53.7,1010.2
2021-10-04,BILBAO,4.0,23.0,18.0,15.0,14.5,8.8,20.9,0.7,,68.0,7.0,20.4,1019.7
2021-10-05,BILBAO,2.0,18.0,15.0,11.0,16.2,13.7,19.8,7.8,,281.0,9.5,38.9,1019.2
2021-10-06,BILBAO,7.0,30.0,20.0,21.0,15.5,10.1,20.2,0.0,,74.0,6.4,16.7,1026.9
2021-10-07,BILBAO,13.0,38.0,19.0,23.0,14.4,8.1,21.9,0.0,,89.0,7.8,18.5,1025.2
2021-10-08,BILBAO,13.0,40.0,21.0,22.0,13.9,8.4,21.1,0.0,,75.0,7.7,18.5,1023.6
2021-10-09,BILBAO,4.0,25.0,19.0,18.0,14.1,7.8,20.2,0.0,,68.0,8.1,20.4,1023.9
2021-10-10,BILBAO,2.0,15.0,12.0,19.0,16.1,11.3,19.7,0.0,,61.0,6.1,20.4,1025.2
2021-10-11,BILBAO,8.0,30.0,18.0,24.0,13.8,8.2,20.4,0.0,,64.0,6.8,20.4,1025.7
2021-10-12,BILBAO,4.0,23.0,18.0,22.0,12.4,8.3,18.8,0.0,,65.0,7.4,18.5,1024.3
2021-10-13,BILBAO,10.0,35.0,21.0,22.0,12.9,7.3,19.1,0.0,,84.0,8.3,20.4,1024.8
2021-10-14,BILBAO,16.0,57.0,33.0,28.0,13.3,6.2,24.9,0.0,,96.0,9.2,18.5,1021.9
2021-10-15,BILBAO,12.0,44.0,25.0,26.0,14.7,8.8,20.2,0.0,,30.0,6.4,20.4,1020.2
2021-10-16,BILBAO,5.0,32.0,25.0,24.0,16.1,10.6,21.3,0.0,,98.0,4.2,16.7,1018.6
2021-10-17,BILBAO,3.0,26.0,22.0,22.0,18.1,13.9,22.6,0.0,,121.0,6.7,18.5,1017.0
2021-10-18,BILBAO,5.0,29.0,22.0,21.0,19.7,12.3,26.5,0.0,,95.0,5.8,18.5,1020.7
2021-10-19,BILBAO,1.0,12.0,11.0,17.0,25.2,20.7,29.0,0.0,,150.0,17.7,37.0,1019.9
2021-10-20,BILBAO,4.0,25.0,19.0,29.0,22.8,17.1,29.5,0.0,,175.0,14.8,40.8,1016.5
2021-10-21,BILBAO,2.0,16.0,13.0,26.0,16.1,11.0,19.0,1.2,,300.0,18.1,27.8,1021.4
2021-10-22,BILBAO,3.0,22.0,18.0,17.0,13.7,10.4,17.2,0.2,,20.0,6.3,25.9,1024.1
2021-10-23,BILBAO,4.0,25.0,19.0,15.0,13.0,7.9,19.9,0.0,,78.0,6.2,16.7,1024.1
2021-10-24,BILBAO,5.0,32.0,25.0,20.0,13.2,6.6,22.6,0.0,,89.0,7.6,18.5,1022.4
2021-10-25,BILBAO,11.0,41.0,26.0,24.0,13.4,8.2,20.1,0.0,,62.0,6.9,16.7,1023.3
2021-10-26,BILBAO,7.0,33.0,23.0,17.0,13.6,8.4,20.7,0.0,,77.0,5.9,18.5,1025.4
2021-10-27,BILBAO,21.0,69.0,37.0,33.0,13.2,6.6,22.0,0.1,,90.0,7.1,16.7,1022.0
2021-10-28,BILBAO,4.0,26.0,21.0,25.0,17.2,8.6,24.4,0.0,,126.0,12.3,38.9,1013.6
2021-10-29,BILBAO,3.0,22.0,18.0,15.0,17.7,14.4,20.4,2.2,,157.0,12.9,42.6,1007.0
2021-10-30,BILBAO,3.0,20.0,16.0,11.0,17.3,12.4,20.1,0.0,,353.0,11.8,37.0,1003.9
2021-10-31,BILBAO,2.0,10.0,8.0,11.0,18.1,12.9,24.8,9.7,,188.0,14.9,40.8,1006.9
2021-11-01,BILBAO,3.0,20.0,16.0,11.0,14.0,10.2,18.2,0.1,,282.0,11.6,35.2,1011.9
2021-11-02,BILBAO,2.0,14.0,11.0,8.0,13.9,9.2,21.0,11.3,,205.0,15.8,42.6,1008.2
2021-11-03,BILBAO,2.0,18.0,15.0,6.0,10.1,8.7,12.2,41.7,,249.0,7.6,44.5,1008.7
2021-11-04,BILBAO,3.0,26.0,22.0,7.0,9.3,7.9,12.1,38.5,,266.0,9.3,37.0,1016.3
2021-11-05,BILBAO,7.0,39.0,29.0,12.0,9.1,6.3,12.6,6.4,,30.0,5.9,27.8,1026.4
2021-11-06,BILBAO,10.0,37.0,22.0,14.0,9.0,4.2,13.8,0.0,,49.0,5.8,24.1,1032.2
2021-11-07,BILBAO,9.0,34.0,20.0,17.0,8.9,4.2,13.2,1.1,,83.0,6.2,25.9,1029.9
2021-11-08,BILBAO,11.0,43.0,27.0,24.0,12.6,9.6,16.2,0.1,,26.0,7.9,24.1,1025.5
2021-11-09,BILBAO,19.0,59.0,30.0,24.0,10.6,5.4,15.1,0.0,,52.0,6.5,20.4,1024.1
2021-11-10,BILBAO,9.0,42.0,28.0,23.0,9.2,4.4,15.1,0.0,,65.0,5.6,14.8,1022.5
2021-11-11,BILBAO,12.0,49.0,31.0,29.0,10.9,5.1,15.6,0.0,,57.0,5.8,13.0,1021.9
2021-11-12,BILBAO,18.0,61.0,33.0,34.0,13.3,11.7,15.5,0.0,,54.0,5.8,16.7,1021.4
2021-11-13,BILBAO,6.0,29.0,21.0,23.0,13.6,11.7,17.0,0.0,,31.0,6.4,20.4,1022.3
