Date,Ciudad,NO (Ąg/m3),NO2 (Ąg/m3),NOX (Ąg/m3),PM10 (Ąg/m3),tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres
2015-01-01,BILBAO,31.0,51.0,99.0,17.0,6.0,-1.3,16.0,0.0,,147.8,10.1,31.6,1023.1
2015-01-02,BILBAO,63.0,65.0,162.0,17.0,6.6,-0.9,15.8,0.0,,147.8,10.1,31.6,1023.1
2015-01-03,BILBAO,46.0,56.0,126.0,28.0,7.7,0.3,15.2,0.0,,147.8,10.1,31.6,1023.1
2015-01-04,BILBAO,18.0,43.0,70.0,21.0,11.3,7.3,13.7,0.0,,147.8,10.1,31.6,1023.1
2015-01-05,BILBAO,51.0,54.0,132.0,26.0,8.7,3.4,18.0,0.0,,147.8,10.1,31.6,1023.1
2015-01-06,BILBAO,22.0,42.0,74.0,23.0,9.7,6.0,11.8,0.0,,147.8,10.1,31.6,1023.1
2015-01-07,BILBAO,37.0,50.0,106.0,24.0,9.0,3.1,16.9,0.0,,147.8,10.1,31.6,1023.1
2015-01-08,BILBAO,67.0,64.0,167.0,31.0,9.7,2.5,15.0,0.0,,147.8,10.1,31.6,1023.1
2015-01-09,BILBAO,65.0,60.0,159.0,33.0,10.8,4.4,20.1,0.0,,147.8,10.1,31.6,1023.1
2015-01-10,BILBAO,28.0,41.0,84.0,29.0,10.1,4.5,12.9,1.2,,147.8,10.1,31.6,1023.1
2015-01-11,BILBAO,6.0,28.0,37.0,18.0,10.6,4.8,13.4,1.4,,147.8,10.1,31.6,1023.1
2015-01-12,BILBAO,8.0,32.0,44.0,8.0,11.7,1.8,17.8,0.0,,147.8,10.1,31.6,1023.1
2015-01-13,BILBAO,4.0,18.0,24.0,8.0,13.8,10.7,16.9,0.0,,147.8,10.1,31.6,1023.1
2015-01-14,BILBAO,16.0,29.0,53.0,11.0,11.8,5.3,16.0,0.0,,147.8,10.1,31.6,1023.1
2015-01-15,BILBAO,4.0,20.0,26.0,9.0,13.7,8.0,15.9,6.5,,147.8,10.1,31.6,1023.1
2015-01-16,BILBAO,5.0,30.0,37.0,8.0,8.1,5.3,10.6,7.7,,147.8,10.1,31.6,1023.1
2015-01-17,BILBAO,8.0,32.0,43.0,13.0,8.1,4.3,12.0,0.2,,147.8,10.1,31.6,1023.1
2015-01-18,BILBAO,3.0,17.0,22.0,4.0,9.3,5.4,12.8,10.5,,147.8,10.1,31.6,1023.1
2015-01-19,BILBAO,5.0,26.0,33.0,16.0,7.8,2.8,10.4,3.1,,147.8,10.1,31.6,1023.1
2015-01-20,BILBAO,12.0,38.0,56.0,8.0,6.4,3.2,9.3,4.6,,147.8,10.1,31.6,1023.1
2015-01-21,BILBAO,6.0,28.0,37.0,8.0,6.9,5.0,8.8,12.5,,147.8,10.1,31.6,1023.1
2015-01-22,BILBAO,7.0,32.0,42.0,15.0,7.7,2.6,9.8,15.4,,147.8,10.1,31.6,1023.1
2015-01-23,BILBAO,26.0,46.0,86.0,17.0,6.6,1.5,10.3,0.0,,147.8,10.1,31.6,1023.1
2015-01-24,BILBAO,15.0,33.0,57.0,19.0,6.1,0.0,10.7,2.4,,147.8,10.1,31.6,1023.1
2015-01-25,BILBAO,11.0,37.0,54.0,26.0,6.8,3.6,11.2,0.0,,147.8,10.1,31.6,1023.1
2015-01-26,BILBAO,38.0,53.0,111.0,30.0,8.2,4.4,10.0,5.6,,147.8,10.1,31.6,1023.1
2015-01-27,BILBAO,7.0,41.0,51.0,19.0,9.7,7.3,10.8,4.2,,147.8,10.1,31.6,1023.1
2015-01-28,BILBAO,12.0,41.0,59.0,12.0,10.2,7.2,12.4,0.3,,147.8,10.1,31.6,1023.1
2015-01-29,BILBAO,6.0,25.0,34.0,10.0,11.9,6.8,15.5,34.0,,147.8,10.1,31.6,1023.1
2015-01-30,BILBAO,7.0,28.0,38.0,11.0,9.8,8.1,11.1,82.1,,147.8,10.1,31.6,1023.1
2015-01-31,BILBAO,3.0,16.0,21.0,9.0,7.7,4.7,9.4,20.1,,147.8,10.1,31.6,1023.1
2015-02-01,BILBAO,4.0,17.0,22.0,13.0,6.5,2.9,9.3,19.9,,157.6,10.9,31.2,1021.6
2015-02-02,BILBAO,7.0,29.0,39.0,5.0,7.6,3.7,11.0,13.3,,157.6,10.9,31.2,1021.6
2015-02-03,BILBAO,9.0,32.0,45.0,10.0,4.9,1.5,8.5,17.4,,157.6,10.9,31.2,1021.6
2015-02-04,BILBAO,4.0,16.0,22.0,11.0,2.6,-0.1,6.1,14.8,,157.6,10.9,31.2,1021.6
2015-02-05,BILBAO,3.0,13.0,17.0,13.0,5.1,0.3,7.4,12.9,,157.6,10.9,31.2,1021.6
2015-02-06,BILBAO,9.0,21.0,36.0,12.0,2.3,0.0,3.3,5.9,,157.6,10.9,31.2,1021.6
2015-02-07,BILBAO,8.0,21.0,33.0,22.0,2.6,1.4,3.0,0.4,,157.6,10.9,31.2,1021.6
2015-02-08,BILBAO,5.0,16.0,23.0,19.0,4.8,1.5,6.9,0.0,,157.6,10.9,31.2,1021.6
2015-02-09,BILBAO,6.0,18.0,27.0,28.0,6.0,-0.4,10.4,0.0,,157.6,10.9,31.2,1021.6
2015-02-10,BILBAO,14.0,38.0,59.0,30.0,6.9,-1.1,15.0,0.0,,157.6,10.9,31.2,1021.6
2015-02-11,BILBAO,14.0,41.0,62.0,28.0,7.4,1.6,12.9,0.0,,157.6,10.9,31.2,1021.6
2015-02-12,BILBAO,8.0,35.0,47.0,19.0,10.3,4.4,15.2,0.0,,157.6,10.9,31.2,1021.6
2015-02-13,BILBAO,7.0,27.0,37.0,14.0,10.4,3.9,14.0,0.1,,157.6,10.9,31.2,1021.6
2015-02-14,BILBAO,4.0,22.0,27.0,5.0,9.3,5.9,10.1,19.4,,157.6,10.9,31.2,1021.6
2015-02-15,BILBAO,7.9,24.7,36.5,10.0,10.8,8.6,11.6,22.0,,157.6,10.9,31.2,1021.6
2015-02-16,BILBAO,7.9,24.7,36.5,14.0,10.4,7.5,12.5,18.9,,157.6,10.9,31.2,1021.6
2015-02-17,BILBAO,3.0,14.0,18.0,21.0,9.1,6.4,10.6,0.7,,157.6,10.9,31.2,1021.6
2015-02-18,BILBAO,12.0,37.0,56.0,17.0,7.4,2.4,10.2,0.1,,157.6,10.9,31.2,1021.6
2015-02-19,BILBAO,31.0,50.0,96.0,34.0,8.8,1.2,17.8,0.0,,157.6,10.9,31.2,1021.6
2015-02-20,BILBAO,8.0,28.0,40.0,15.0,10.4,5.3,12.8,13.7,,157.6,10.9,31.2,1021.6
2015-02-21,BILBAO,3.0,11.0,15.0,12.0,9.2,5.9,10.1,21.7,,157.6,10.9,31.2,1021.6
2015-02-22,BILBAO,4.0,23.0,29.0,14.0,9.4,6.8,10.9,3.2,,157.6,10.9,31.2,1021.6
2015-02-23,BILBAO,9.0,28.0,42.0,15.0,10.4,5.8,13.3,23.7,,157.6,10.9,31.2,1021.6
2015-02-24,BILBAO,4.0,17.0,22.0,13.0,8.0,5.3,10.2,32.8,,157.6,10.9,31.2,1021.6
2015-02-25,BILBAO,3.0,15.0,19.0,23.0,11.0,3.9,11.5,26.0,,157.6,10.9,31.2,1021.6
2015-02-26,BILBAO,3.0,15.0,21.0,7.0,12.1,9.8,12.6,19.8,,157.6,10.9,31.2,1021.6
2015-02-27,BILBAO,4.0,21.0,27.0,26.0,9.3,6.2,11.1,1.0,,157.6,10.9,31.2,1021.6
2015-02-28,BILBAO,19.0,38.0,67.0,15.0,10.6,5.8,13.4,6.3,,157.6,10.9,31.2,1021.6
2015-03-01,BILBAO,9.0,24.0,38.0,14.0,15.4,11.4,20.1,0.8,,178.6,12.3,34.5,1017.5
2015-03-02,BILBAO,11.6,30.8,48.2,21.0,12.4,10.3,13.5,2.8,,178.6,12.3,34.5,1017.5
2015-03-03,BILBAO,15.0,29.0,51.0,17.0,11.9,9.3,14.8,9.2,,178.6,12.3,34.5,1017.5
2015-03-04,BILBAO,5.0,17.0,24.0,17.0,9.0,6.2,11.4,3.0,,178.6,12.3,34.5,1017.5
2015-03-05,BILBAO,10.0,28.0,44.0,16.0,8.2,3.9,11.6,0.0,,178.6,12.3,34.5,1017.5
2015-03-06,BILBAO,32.0,49.0,97.0,40.0,9.4,0.4,18.1,0.0,,178.6,12.3,34.5,1017.5
2015-03-07,BILBAO,25.0,42.0,80.0,35.0,12.1,2.9,23.8,0.0,,178.6,12.3,34.5,1017.5
2015-03-08,BILBAO,12.0,32.0,50.0,37.0,10.7,2.8,17.5,0.0,,178.6,12.3,34.5,1017.5
2015-03-09,BILBAO,17.0,48.0,74.0,33.0,10.9,3.4,18.6,0.0,,178.6,12.3,34.5,1017.5
2015-03-10,BILBAO,21.0,44.0,76.0,39.0,11.6,3.9,18.2,0.0,,178.6,12.3,34.5,1017.5
2015-03-11,BILBAO,17.0,40.0,66.0,45.0,11.3,8.4,12.6,0.0,,178.6,12.3,34.5,1017.5
2015-03-12,BILBAO,15.0,33.0,56.0,51.0,11.1,5.0,15.1,4.0,,178.6,12.3,34.5,1017.5
2015-03-13,BILBAO,5.0,19.0,26.0,31.0,10.4,6.6,12.6,7.8,,178.6,12.3,34.5,1017.5
2015-03-14,BILBAO,4.0,12.0,18.0,22.0,8.3,4.5,9.3,10.4,,178.6,12.3,34.5,1017.5
2015-03-15,BILBAO,11.6,30.8,48.2,28.0,6.9,2.5,9.6,2.8,,178.6,12.3,34.5,1017.5
2015-03-16,BILBAO,11.6,30.8,48.2,32.0,9.1,2.5,13.9,0.0,,178.6,12.3,34.5,1017.5
2015-03-17,BILBAO,11.0,46.0,63.0,22.0,14.3,6.4,19.9,0.0,,178.6,12.3,34.5,1017.5
2015-03-18,BILBAO,15.0,50.0,72.0,29.0,13.3,8.9,18.0,1.3,,178.6,12.3,34.5,1017.5
2015-03-19,BILBAO,9.0,28.0,41.0,25.0,11.8,8.5,15.6,1.5,,178.6,12.3,34.5,1017.5
2015-03-20,BILBAO,5.0,17.0,24.0,46.0,10.1,7.5,11.2,1.3,,178.6,12.3,34.5,1017.5
2015-03-21,BILBAO,6.0,27.0,36.0,23.0,9.2,6.8,10.5,14.7,,178.6,12.3,34.5,1017.5
2015-03-22,BILBAO,5.0,13.0,20.0,16.0,9.4,6.9,10.4,2.6,,178.6,12.3,34.5,1017.5
2015-03-23,BILBAO,21.0,49.0,82.0,12.0,7.0,5.2,7.5,26.6,,178.6,12.3,34.5,1017.5
2015-03-24,BILBAO,10.0,33.0,49.0,15.0,8.8,4.9,9.9,11.3,,178.6,12.3,34.5,1017.5
2015-03-25,BILBAO,6.0,19.0,27.0,21.0,8.6,4.1,10.7,6.7,,178.6,12.3,34.5,1017.5
2015-03-26,BILBAO,8.0,26.0,38.0,12.0,10.2,5.8,13.1,16.6,,178.6,12.3,34.5,1017.5
2015-03-27,BILBAO,10.0,31.0,46.0,13.0,11.8,9.0,12.8,9.3,,178.6,12.3,34.5,1017.5
2015-03-28,BILBAO,9.0,27.0,41.0,23.0,12.9,9.0,15.5,0.0,,178.6,12.3,34.5,1017.5
2015-03-29,BILBAO,10.0,34.0,49.0,24.0,14.4,9.2,18.4,0.0,,178.6,12.3,34.5,1017.5
2015-03-30,BILBAO,7.0,28.0,39.0,34.0,14.2,10.8,15.1,0.0,,178.6,12.3,34.5,1017.5
2015-03-31,BILBAO,5.0,16.0,23.0,19.0,13.6,11.5,14.7,1.0,,178.6,12.3,34.5,1017.5
2015-04-01,BILBAO,4.0,15.0,21.0,32.0,11.9,5.0,14.4,0.0,,172.2,10.9,32.3,1016.5
2015-04-02,BILBAO,8.0,27.0,39.0,27.0,11.3,3.0,17.7,0.0,,172.2,10.9,32.3,1016.5
2015-04-03,BILBAO,9.0,22.0,34.0,20.0,11.3,4.9,15.9,0.5,,172.2,10.9,32.3,1016.5
2015-04-04,BILBAO,4.0,12.0,18.0,9.0,11.3,7.3,13.9,0.7,,172.2,10.9,32.3,1016.5
2015-04-05,BILBAO,4.0,14.0,20.0,9.0,11.8,4.7,15.2,0.0,,172.2,10.9,32.3,1016.5
2015-04-06,BILBAO,8.0,22.0,34.0,14.0,10.5,2.1,16.4,0.0,,172.2,10.9,32.3,1016.5
2015-04-07,BILBAO,17.0,37.0,63.0,22.0,12.9,2.9,19.6,0.0,,172.2,10.9,32.3,1016.5
2015-04-08,BILBAO,5.0,23.0,31.0,14.0,17.6,10.2,23.0,0.0,,172.2,10.9,32.3,1016.5
2015-04-09,BILBAO,5.0,29.0,37.0,21.0,17.6,13.7,23.2,0.0,,172.2,10.9,32.3,1016.5
2015-04-10,BILBAO,5.0,28.0,36.0,20.0,15.3,12.0,20.1,6.5,,172.2,10.9,32.3,1016.5
2015-04-11,BILBAO,7.0,23.0,34.0,14.0,15.2,9.4,19.2,0.0,,172.2,10.9,32.3,1016.5
2015-04-12,BILBAO,9.0,31.0,44.0,27.0,18.7,7.3,26.9,0.0,,172.2,10.9,32.3,1016.5
2015-04-13,BILBAO,6.0,36.0,45.0,36.0,22.9,14.2,28.9,0.0,,172.2,10.9,32.3,1016.5
2015-04-14,BILBAO,7.0,36.0,47.0,34.0,24.4,13.7,30.8,0.0,,172.2,10.9,32.3,1016.5
2015-04-15,BILBAO,5.0,30.0,38.0,27.0,21.8,14.5,26.8,0.0,,172.2,10.9,32.3,1016.5
2015-04-16,BILBAO,14.0,39.0,60.0,39.0,15.5,12.1,19.8,0.9,,172.2,10.9,32.3,1016.5
2015-04-17,BILBAO,17.0,31.0,57.0,30.0,14.4,11.7,17.4,18.1,,172.2,10.9,32.3,1016.5
2015-04-18,BILBAO,6.0,22.0,32.0,19.0,14.3,10.3,17.5,0.7,,172.2,10.9,32.3,1016.5
2015-04-19,BILBAO,5.0,20.0,28.0,15.0,13.1,8.1,16.6,0.0,,172.2,10.9,32.3,1016.5
2015-04-20,BILBAO,11.0,26.0,43.0,21.0,14.7,7.1,20.4,0.0,,172.2,10.9,32.3,1016.5
2015-04-21,BILBAO,19.0,39.0,67.0,30.0,18.5,8.0,27.1,0.0,,172.2,10.9,32.3,1016.5
2015-04-22,BILBAO,6.0,30.0,39.0,18.0,19.3,13.3,26.6,19.1,,172.2,10.9,32.3,1016.5
2015-04-23,BILBAO,10.0,28.0,43.0,16.0,15.9,10.3,20.0,0.0,,172.2,10.9,32.3,1016.5
2015-04-24,BILBAO,18.0,36.0,63.0,40.0,15.8,9.8,24.5,0.4,,172.2,10.9,32.3,1016.5
2015-04-25,BILBAO,7.0,18.0,28.0,19.0,20.1,11.9,26.0,0.0,,172.2,10.9,32.3,1016.5
2015-04-26,BILBAO,4.0,14.0,20.0,10.0,16.5,11.7,21.8,5.7,,172.2,10.9,32.3,1016.5
2015-04-27,BILBAO,5.0,15.0,22.0,15.0,14.1,11.6,16.6,7.8,,172.2,10.9,32.3,1016.5
2015-04-28,BILBAO,9.0,20.0,33.0,17.0,11.9,7.3,16.7,0.2,,172.2,10.9,32.3,1016.5
2015-04-29,BILBAO,17.0,30.0,56.0,23.0,13.4,9.4,17.4,0.1,,172.2,10.9,32.3,1016.5
2015-04-30,BILBAO,8.0,31.0,43.0,29.0,18.7,8.6,24.5,0.0,,172.2,10.9,32.3,1016.5
2015-05-01,BILBAO,4.0,7.0,13.0,8.0,19.8,15.7,23.0,0.0,,273.6,10.1,29.3,1017.9
2015-05-02,BILBAO,9.0,17.0,30.0,17.0,23.0,14.7,26.5,0.0,,273.6,10.1,29.3,1017.9
2015-05-03,BILBAO,4.0,14.0,21.0,15.0,21.3,15.9,25.5,3.8,,273.6,10.1,29.3,1017.9
2015-05-04,BILBAO,14.0,22.0,43.0,18.0,24.1,15.3,30.0,3.7,,273.6,10.1,29.3,1017.9
2015-05-05,BILBAO,5.0,16.0,23.0,16.0,15.1,11.7,22.3,0.0,,273.6,10.1,29.3,1017.9
2015-05-06,BILBAO,7.0,19.0,29.0,16.0,14.4,8.7,17.9,0.0,,273.6,10.1,29.3,1017.9
2015-05-07,BILBAO,12.0,41.0,59.0,30.0,21.5,8.2,31.2,0.0,,273.6,10.1,29.3,1017.9
2015-05-08,BILBAO,8.0,23.0,35.0,22.0,19.6,14.6,24.2,0.0,,359.0,10.5,29.3,1017.9
2015-05-09,BILBAO,5.0,20.0,28.0,14.0,16.2,12.1,21.4,0.0,,273.6,5.3,29.3,1017.9
2015-05-10,BILBAO,6.0,22.0,32.0,33.0,21.0,12.1,34.5,0.0,,132.0,9.3,29.3,1017.9
2015-05-11,BILBAO,5.0,15.0,23.0,35.0,16.4,14.3,20.1,0.0,,273.6,6.7,29.3,1017.9
2015-05-12,BILBAO,7.0,20.0,30.0,38.0,16.9,14.0,20.7,0.0,,273.6,7.8,29.3,1017.9
2015-05-13,BILBAO,7.0,22.0,33.0,38.0,16.7,13.5,21.2,0.0,,273.6,7.2,29.3,1017.9
2015-05-14,BILBAO,5.0,15.0,22.0,32.0,15.1,12.8,19.6,2.9,,316.0,14.8,29.3,1017.9
2015-05-15,BILBAO,5.0,12.0,19.0,13.0,12.7,11.3,13.5,17.5,,308.0,26.5,29.3,1017.9
2015-05-16,BILBAO,4.0,13.0,19.0,14.0,14.3,11.8,16.4,0.8,,316.0,10.4,29.3,1017.9
2015-05-17,BILBAO,4.0,11.0,17.0,13.0,15.6,9.2,18.6,0.7,,339.0,8.4,29.3,1017.9
2015-05-18,BILBAO,13.0,18.0,38.0,17.0,13.6,8.3,18.2,3.8,,2.0,10.0,29.3,1017.9
2015-05-19,BILBAO,5.0,16.0,23.0,17.0,13.0,10.5,15.2,10.1,,322.0,12.1,29.3,1017.9
2015-05-20,BILBAO,5.0,17.0,25.0,16.0,12.2,10.2,14.9,7.5,,273.6,12.5,29.3,1017.9
2015-05-21,BILBAO,7.0,20.0,30.0,16.0,12.7,8.3,16.3,1.0,,273.6,11.2,29.3,1017.9
2015-05-22,BILBAO,5.0,17.0,25.0,17.0,13.6,9.2,16.5,0.1,,273.6,7.2,29.3,1017.9
2015-05-23,BILBAO,4.0,13.0,20.0,19.5,14.0,8.5,17.8,0.1,,273.6,8.2,29.3,1017.9
2015-05-24,BILBAO,4.0,11.0,18.0,13.0,15.5,13.3,16.9,0.0,,315.0,11.7,29.3,1017.9
2015-05-25,BILBAO,5.0,12.0,19.0,14.0,15.8,13.4,18.3,0.7,,327.0,13.6,29.3,1017.9
2015-05-26,BILBAO,6.0,15.0,24.0,22.0,15.7,12.8,17.0,0.2,,273.6,10.1,29.3,1017.9
2015-05-27,BILBAO,5.0,17.0,25.0,19.0,17.2,12.3,20.8,0.0,,273.6,10.1,29.3,1017.9
2015-05-28,BILBAO,8.0,17.0,29.0,17.0,17.0,10.6,21.4,0.0,,273.6,10.1,29.3,1017.9
2015-05-29,BILBAO,4.0,13.0,19.0,10.0,16.9,10.8,19.7,0.0,,273.6,5.6,29.3,1017.9
2015-05-30,BILBAO,8.0,19.0,31.0,15.0,16.1,9.5,21.9,0.0,,273.6,6.4,29.3,1017.9
2015-05-31,BILBAO,7.0,16.0,26.0,19.0,18.4,10.6,24.0,0.0,,273.6,7.6,29.3,1017.9
2015-06-01,BILBAO,8.0,19.0,30.0,20.0,18.2,15.8,20.7,0.0,,309.8,4.8,27.4,1017.3
2015-06-02,BILBAO,8.0,18.0,30.0,25.0,19.4,15.5,24.8,0.0,,309.8,6.8,27.4,1017.3
2015-06-03,BILBAO,4.0,14.0,21.0,16.0,19.3,17.0,21.2,0.0,,309.8,6.0,27.4,1017.3
2015-06-04,BILBAO,11.0,29.0,45.0,22.1,25.1,16.1,36.6,0.0,,309.8,10.1,27.4,1017.3
2015-06-05,BILBAO,10.0,24.0,39.0,22.1,18.9,16.0,23.7,0.0,,309.8,11.0,27.4,1017.3
2015-06-06,BILBAO,4.0,10.0,16.0,22.1,17.2,15.8,18.5,0.1,,309.8,3.1,27.4,1017.3
2015-06-07,BILBAO,4.0,10.0,16.0,22.1,19.6,15.9,24.6,0.0,,309.8,6.6,27.4,1017.3
2015-06-08,BILBAO,6.0,18.0,28.0,22.1,20.2,15.0,23.8,0.0,,309.8,8.4,27.4,1017.3
2015-06-09,BILBAO,6.0,21.0,31.0,16.0,17.2,13.1,21.7,0.9,,309.8,6.2,27.4,1017.3
2015-06-10,BILBAO,12.0,40.0,58.0,19.0,16.8,13.7,20.3,9.1,,309.8,3.0,27.4,1017.3
2015-06-11,BILBAO,7.0,28.0,39.0,22.1,19.1,15.4,26.1,1.9,,193.0,9.8,27.4,1017.3
2015-06-12,BILBAO,9.0,20.0,33.0,18.0,17.7,14.4,21.2,3.9,,309.8,3.6,27.4,1017.3
2015-06-13,BILBAO,5.0,17.0,24.0,13.0,18.1,12.9,21.5,1.6,,358.0,6.1,27.4,1017.3
2015-06-14,BILBAO,5.0,14.0,21.0,29.0,17.0,8.3,21.1,1.9,,309.8,8.1,27.4,1017.3
2015-06-15,BILBAO,5.0,17.0,25.0,20.0,17.1,14.9,19.5,1.7,,333.0,11.1,27.4,1017.3
2015-06-16,BILBAO,5.0,14.0,21.0,17.0,16.9,13.3,19.6,0.5,,314.0,14.1,27.4,1017.3
2015-06-17,BILBAO,5.0,16.0,24.0,18.0,17.8,13.3,21.0,0.0,,309.8,10.3,27.4,1017.3
2015-06-18,BILBAO,7.0,19.0,30.0,22.0,18.0,11.9,22.4,0.0,,309.8,6.6,27.4,1017.3
2015-06-19,BILBAO,8.0,22.0,34.0,17.0,17.2,13.2,19.3,1.1,,351.0,6.5,27.4,1017.3
2015-06-20,BILBAO,7.0,17.0,28.0,18.0,18.8,11.7,24.8,0.0,,309.8,5.4,27.4,1017.3
2015-06-21,BILBAO,6.0,17.0,25.0,19.0,19.8,11.8,26.2,0.0,,309.8,6.4,27.4,1017.3
2015-06-22,BILBAO,11.0,21.0,38.0,25.0,20.4,13.9,24.7,0.0,,309.8,8.2,27.4,1017.3
2015-06-23,BILBAO,10.0,16.0,31.0,18.0,20.7,14.4,24.5,0.0,,309.8,7.3,27.4,1017.3
2015-06-24,BILBAO,7.0,16.0,27.0,16.0,20.8,14.4,25.0,0.0,,309.8,6.4,27.4,1017.3
2015-06-25,BILBAO,11.0,28.0,44.0,37.0,22.6,13.5,31.5,0.0,,309.8,8.0,27.4,1017.3
2015-06-26,BILBAO,7.0,23.0,34.0,32.0,20.4,15.9,27.6,0.0,,309.8,8.7,27.4,1017.3
2015-06-27,BILBAO,5.0,13.0,22.0,20.0,22.3,16.1,26.9,0.0,,309.8,5.5,27.4,1017.3
2015-06-28,BILBAO,6.0,12.0,21.0,11.0,20.8,15.5,23.4,0.0,,309.8,6.4,27.4,1017.3
2015-06-29,BILBAO,7.0,25.0,35.0,47.0,23.7,18.1,30.0,0.0,,309.8,6.9,27.4,1017.3
2015-06-30,BILBAO,9.0,29.0,42.0,37.0,25.7,18.8,36.3,0.0,,309.8,7.3,27.4,1017.3
2015-07-01,BILBAO,6.0,15.0,24.0,27.0,21.9,19.0,25.9,0.4,,218.0,7.0,27.0,1016.6
2015-07-02,BILBAO,6.0,19.0,27.0,18.0,20.2,17.6,22.3,0.2,,218.0,9.0,27.0,1016.6
2015-07-03,BILBAO,11.0,25.0,42.0,32.0,25.6,17.7,38.8,0.0,,218.0,12.1,27.0,1016.6
2015-07-04,BILBAO,5.0,12.0,21.0,17.0,22.6,16.3,27.3,0.3,,218.0,10.3,27.0,1016.6
2015-07-05,BILBAO,5.0,11.0,19.0,12.0,20.6,17.4,23.0,0.4,,218.0,4.9,27.0,1016.6
2015-07-06,BILBAO,8.0,22.0,35.0,27.0,22.6,17.0,29.8,0.0,,218.0,8.0,27.0,1016.6
2015-07-07,BILBAO,7.0,17.0,27.0,19.0,22.4,18.2,25.8,1.9,,218.0,8.9,27.0,1016.6
2015-07-08,BILBAO,5.0,11.0,19.0,9.0,20.1,17.2,22.7,0.0,,338.0,8.0,27.0,1016.6
2015-07-09,BILBAO,7.0,17.0,27.0,13.0,20.8,15.6,25.2,0.0,,218.0,8.4,27.0,1016.6
2015-07-10,BILBAO,11.0,25.0,41.0,31.0,22.2,13.4,35.5,0.0,,98.0,16.1,27.0,1016.6
2015-07-11,BILBAO,5.0,9.0,16.0,16.0,21.1,18.0,23.9,0.5,,218.0,7.2,27.0,1016.6
2015-07-12,BILBAO,4.0,10.0,17.0,7.0,20.8,15.1,25.0,0.0,,218.0,5.6,27.0,1016.6
2015-07-13,BILBAO,11.0,16.0,32.0,11.0,20.7,13.6,27.2,0.0,,218.0,6.8,27.0,1016.6
2015-07-14,BILBAO,8.0,16.0,29.0,14.0,22.2,17.0,26.7,0.0,,218.0,6.4,27.0,1016.6
2015-07-15,BILBAO,8.0,19.0,31.0,30.0,22.1,17.9,26.3,0.2,,218.0,6.0,27.0,1016.6
2015-07-16,BILBAO,6.0,18.0,27.0,18.0,22.4,18.0,26.4,0.0,,218.0,6.9,27.0,1016.6
2015-07-17,BILBAO,10.0,22.0,37.0,21.0,22.2,16.0,28.5,0.0,,218.0,5.9,27.0,1016.6
2015-07-18,BILBAO,7.0,16.0,27.0,22.0,23.9,18.9,32.8,0.4,,218.0,6.8,27.0,1016.6
2015-07-19,BILBAO,9.0,15.0,28.0,20.0,24.3,18.6,30.4,0.0,,218.0,7.2,27.0,1016.6
2015-07-20,BILBAO,10.0,21.0,37.0,18.0,25.3,18.1,32.3,0.5,,218.0,8.0,27.0,1016.6
2015-07-21,BILBAO,11.0,21.0,39.0,25.0,22.3,20.1,23.9,11.3,,218.0,7.9,27.0,1016.6
2015-07-22,BILBAO,6.0,18.0,26.0,19.0,21.4,18.9,21.8,2.0,,218.0,8.9,27.0,1016.6
2015-07-23,BILBAO,10.0,19.0,35.0,18.3,22.7,12.7,27.6,0.0,,218.0,5.5,27.0,1016.6
2015-07-24,BILBAO,13.0,22.0,42.0,18.3,21.6,16.3,29.3,2.0,,218.0,11.2,27.0,1016.6
2015-07-25,BILBAO,5.0,10.0,17.0,13.0,19.6,13.7,22.7,0.0,,218.0,9.6,27.0,1016.6
2015-07-26,BILBAO,6.0,18.0,27.0,17.0,21.6,12.9,30.0,0.6,,218.0,9.5,27.0,1016.6
2015-07-27,BILBAO,5.0,14.0,22.0,19.0,21.2,17.8,24.3,0.0,,218.0,11.1,27.0,1016.6
2015-07-28,BILBAO,8.0,21.0,32.0,15.0,22.6,16.7,28.9,0.0,,218.0,5.7,27.0,1016.6
2015-07-29,BILBAO,8.0,20.0,32.0,15.0,19.1,16.5,20.1,1.9,,218.0,6.0,27.0,1016.6
2015-07-30,BILBAO,9.0,21.0,34.0,13.0,18.6,15.3,23.0,8.7,,218.0,5.3,27.0,1016.6
2015-07-31,BILBAO,5.0,19.0,26.0,14.0,17.5,13.8,19.7,0.9,,218.0,5.4,27.0,1016.6
2015-08-01,BILBAO,5.0,15.0,22.0,12.0,19.1,13.5,24.1,0.0,,182.1,6.3,27.3,1018.4
2015-08-02,BILBAO,5.0,20.0,27.0,17.0,24.2,13.0,36.5,0.0,,136.0,9.3,27.3,1018.4
2015-08-03,BILBAO,8.0,21.0,32.0,18.0,21.8,16.0,28.0,1.8,,182.1,7.2,27.3,1018.4
2015-08-04,BILBAO,6.0,20.0,28.0,10.0,19.6,16.3,21.1,0.3,,182.1,5.3,27.3,1018.4
2015-08-05,BILBAO,9.0,21.0,35.0,20.0,21.6,16.1,29.5,0.0,,182.1,9.2,27.3,1018.4
2015-08-06,BILBAO,12.0,20.0,38.0,25.0,21.8,16.1,28.8,0.0,,79.0,8.3,27.3,1018.4
2015-08-07,BILBAO,7.0,17.0,27.0,11.0,19.9,16.6,21.9,2.0,,182.1,8.6,27.3,1018.4
2015-08-08,BILBAO,5.0,13.0,20.0,11.0,18.8,14.9,22.4,0.0,,182.1,7.7,27.3,1018.4
