Date,Ciudad,NO (Ąg/m3),NO2 (Ąg/m3),NOX (Ąg/m3),PM10 (Ąg/m3),tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,Cluster_KMeans,Cluster_DBSCAN,Cluster_Agglomerative,Cluster_GaussianMixture,PCA1,PCA2
2015-01-01,BILBAO,31.0,51.0,99.0,17.0,6.0,-1.3,16.0,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.520245767962954,-0.6108045383126534
2015-01-02,BILBAO,63.0,65.0,162.0,17.0,6.6,-0.9,15.8,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5214595707051312,-0.6110706313578218
2015-01-03,BILBAO,46.0,56.0,126.0,28.0,7.7,0.3,15.2,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5236848757324561,-0.6115584686072975
2015-01-04,BILBAO,18.0,43.0,70.0,21.0,11.3,7.3,13.7,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5309676921855194,-0.6131550268783086
2015-01-05,BILBAO,51.0,54.0,132.0,26.0,8.7,3.4,18.0,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5257078803027515,-0.6120019570159116
2015-01-06,BILBAO,22.0,42.0,74.0,23.0,9.7,6.0,11.8,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5277308848730469,-0.6124454454245258
2015-01-07,BILBAO,37.0,50.0,106.0,24.0,9.0,3.1,16.9,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.52631478167384,-0.6121350035384959
2015-01-08,BILBAO,67.0,64.0,167.0,31.0,9.7,2.5,15.0,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5277308848730469,-0.6124454454245258
2015-01-09,BILBAO,65.0,60.0,159.0,33.0,10.8,4.4,20.1,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5299561899003717,-0.6129332826740015
2015-01-10,BILBAO,28.0,41.0,84.0,29.0,10.1,4.5,12.9,1.2,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5287176187610654,-0.612465473761119
2015-01-11,BILBAO,6.0,28.0,37.0,18.0,10.6,4.8,13.4,1.4,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5297587097228632,-0.6126609901276174
2015-01-12,BILBAO,8.0,32.0,44.0,8.0,11.7,1.8,17.8,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5317768940136376,-0.6133324222417542
2015-01-13,BILBAO,4.0,18.0,24.0,8.0,13.8,10.7,16.9,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5360252036112578,-0.6142637478998441
2015-01-14,BILBAO,16.0,29.0,53.0,11.0,11.8,5.3,16.0,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5319791944706671,-0.6133767710826157
2015-01-15,BILBAO,4.0,20.0,26.0,9.0,13.7,8.0,15.9,6.5,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5367845351453557,-0.6133669943301986
2015-01-16,BILBAO,5.0,30.0,37.0,8.0,8.1,5.3,10.6,7.7,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5256332416116021,-0.6107260922151067
2015-01-17,BILBAO,8.0,32.0,43.0,13.0,8.1,4.3,12.0,0.2,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5245236662372244,-0.6117096361329344
2015-01-18,BILBAO,3.0,17.0,22.0,4.0,9.3,5.4,12.8,10.5,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5284750885690576,-0.6108910885761213
2015-01-19,BILBAO,5.0,26.0,33.0,16.0,7.8,2.8,10.4,3.1,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5243458006775618,-0.6111962859621234
2015-01-20,BILBAO,12.0,38.0,56.0,8.0,6.4,3.2,9.3,4.6,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5217355093540238,-0.610378693406498
2015-01-21,BILBAO,6.0,28.0,37.0,8.0,6.9,5.0,8.8,12.5,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5239157643668494,-0.6095644380173598
2015-01-22,BILBAO,7.0,32.0,42.0,15.0,7.7,2.6,9.8,15.4,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5259632038345118,-0.6095389250960244
2015-01-23,BILBAO,26.0,46.0,86.0,17.0,6.6,1.5,10.3,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5214595707051312,-0.6110706313578218
2015-01-24,BILBAO,15.0,33.0,57.0,19.0,6.1,0.0,10.7,2.4,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5208031325397844,-0.6105341530998099
2015-01-25,BILBAO,11.0,37.0,54.0,26.0,6.8,3.6,11.2,0.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5218641716191903,-0.6111593290395447
2015-01-26,BILBAO,38.0,53.0,111.0,30.0,8.2,4.4,10.0,5.6,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5255248609638059,-0.6110458333529598
2015-01-27,BILBAO,7.0,41.0,51.0,19.0,9.7,7.3,10.8,4.2,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5283522470826983,-0.6118946608305423
2015-01-28,BILBAO,12.0,41.0,59.0,12.0,10.2,7.2,12.4,0.3,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5287867701731697,-0.6126278478721199
2015-01-29,BILBAO,6.0,25.0,34.0,10.0,11.9,6.8,15.5,34.0,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5372115699582092,-0.6089623874959911
2015-01-30,BILBAO,7.0,28.0,38.0,11.0,9.8,8.1,11.1,82.1,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5400793370949315,-0.601723266844899
2015-01-31,BILBAO,3.0,16.0,21.0,9.0,7.7,4.7,9.4,20.1,147.8,10.1,31.6,1023.1,2,0,0,2,-0.5266585377357885,-0.608922570907519
2015-02-01,BILBAO,4.0,17.0,22.0,13.0,6.5,2.9,9.3,19.9,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5245596056097614,-0.6075503418881614
2015-02-02,BILBAO,7.0,29.0,39.0,5.0,7.6,3.7,11.0,13.3,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5258084843076339,-0.6089036977853255
2015-02-03,BILBAO,9.0,32.0,45.0,10.0,4.9,1.5,8.5,17.4,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5209529398391629,-0.6071686084069879
2015-02-04,BILBAO,4.0,16.0,22.0,11.0,2.6,-0.1,6.1,14.8,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5159153765310326,-0.606489546958689
2015-02-05,BILBAO,3.0,13.0,17.0,13.0,5.1,0.3,7.4,12.9,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5206917955285953,-0.6078474324394075
2015-02-06,BILBAO,9.0,21.0,36.0,12.0,2.3,0.0,3.3,5.9,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5139917790490157,-0.6075236392185936
2015-02-07,BILBAO,8.0,21.0,33.0,22.0,2.6,1.4,3.0,0.4,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5137849918122274,-0.6083779512809183
2015-02-08,BILBAO,5.0,16.0,23.0,19.0,4.8,1.5,6.9,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5181764245135769,-0.609406081455487
2015-02-09,BILBAO,6.0,18.0,27.0,28.0,6.0,-0.4,10.4,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5206040299979314,-0.609938267545824
2015-02-10,BILBAO,14.0,38.0,59.0,30.0,6.9,-1.1,15.0,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5224247341111973,-0.6103374071135769
2015-02-11,BILBAO,14.0,41.0,62.0,28.0,7.4,1.6,12.9,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.523436236396345,-0.610559151317884
2015-02-12,BILBAO,8.0,35.0,47.0,19.0,10.3,4.4,15.2,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5293029496502015,-0.6118452677028652
2015-02-13,BILBAO,7.0,27.0,37.0,14.0,10.4,3.9,14.0,0.1,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5295200444455561,-0.6118765026248222
2015-02-14,BILBAO,4.0,22.0,27.0,5.0,9.3,5.9,10.1,19.4,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5301500467149632,-0.608857679026803
2015-02-15,BILBAO,7.9,24.7,36.5,10.0,10.8,8.6,11.6,22.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5335692063668572,-0.6091819497482107
2015-02-16,BILBAO,7.9,24.7,36.5,14.0,10.4,7.5,12.5,18.9,157.6,10.9,31.2,1021.6,2,0,0,2,-0.532301380050663,-0.6094110858708005
2015-02-17,BILBAO,3.0,14.0,18.0,21.0,9.1,6.4,10.6,0.7,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5269789045341223,-0.6112212841801975
2015-02-18,BILBAO,12.0,37.0,56.0,17.0,7.4,2.4,10.2,0.1,157.6,10.9,31.2,1021.6,2,0,0,2,-0.52345103073467,-0.6105460373989796
2015-02-19,BILBAO,31.0,50.0,96.0,34.0,8.8,1.2,17.8,0.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5262684427947585,-0.6111800350899438
2015-02-20,BILBAO,8.0,28.0,40.0,15.0,10.4,5.3,12.8,13.7,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5315320744577611,-0.6100930096538277
2015-02-21,BILBAO,3.0,11.0,15.0,12.0,9.2,5.9,10.1,21.7,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5302880160394096,-0.608511710051141
2015-02-22,BILBAO,4.0,23.0,29.0,14.0,9.4,6.8,10.9,3.2,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5279556643633369,-0.6110264827301725
2015-02-23,BILBAO,9.0,28.0,42.0,15.0,10.4,5.8,13.3,23.7,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5330115082902648,-0.6087816177633907
2015-02-24,BILBAO,4.0,17.0,22.0,13.0,8.0,5.3,10.2,32.8,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5295025821091341,-0.6065238789624189
2015-02-25,BILBAO,3.0,15.0,19.0,23.0,11.0,3.9,11.5,26.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5345655808139178,-0.6087460906737587
2015-02-26,BILBAO,3.0,15.0,21.0,7.0,12.1,9.8,12.6,19.8,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5358736368650905,-0.6100469908953052
2015-02-27,BILBAO,4.0,21.0,27.0,26.0,9.3,6.2,11.1,1.0,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5274278884631565,-0.6112706401052073
2015-02-28,BILBAO,19.0,38.0,67.0,15.0,10.6,5.8,13.4,6.3,157.6,10.9,31.2,1021.6,2,0,0,2,-0.5308418943357675,-0.611152137334474
2015-03-01,BILBAO,9.0,24.0,38.0,14.0,15.4,11.4,20.1,0.8,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5405332142991515,-0.6123471381367607
2015-03-02,BILBAO,11.6,30.8,48.2,21.0,12.4,10.3,13.5,2.8,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5347600873547661,-0.6107543945328306
2015-03-03,BILBAO,15.0,29.0,51.0,17.0,11.9,9.3,14.8,9.2,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5346954227224208,-0.6096933595186438
2015-03-04,BILBAO,5.0,17.0,24.0,17.0,9.0,6.2,11.4,3.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5279114604924119,-0.6092203061057336
2015-03-05,BILBAO,10.0,28.0,44.0,16.0,8.2,3.9,11.6,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5258492266864245,-0.6092589329459733
2015-03-06,BILBAO,32.0,49.0,97.0,40.0,9.4,0.4,18.1,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5282768321707789,-0.6097911190363104
2015-03-07,BILBAO,25.0,42.0,80.0,35.0,12.1,2.9,23.8,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5337389445105765,-0.6109885377395687
2015-03-08,BILBAO,12.0,32.0,50.0,37.0,10.7,2.8,17.5,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5309067381121629,-0.6103676539675089
2015-03-09,BILBAO,17.0,48.0,74.0,33.0,10.9,3.4,18.6,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.531311339026222,-0.6104563516492317
2015-03-10,BILBAO,21.0,44.0,76.0,39.0,11.6,3.9,18.2,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5327274422254288,-0.6107667935352616
2015-03-11,BILBAO,17.0,40.0,66.0,45.0,11.3,8.4,12.6,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5321205408543401,-0.6106337470126774
2015-03-12,BILBAO,15.0,33.0,56.0,51.0,11.1,5.0,15.1,4.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5323077134732825,-0.6100204925747797
2015-03-13,BILBAO,5.0,19.0,26.0,31.0,10.4,6.6,12.6,7.8,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5314537951304272,-0.6092117217703837
2015-03-14,BILBAO,4.0,12.0,18.0,22.0,8.3,4.5,9.3,10.4,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5275901383292578,-0.6079394342207802
2015-03-15,BILBAO,11.6,30.8,48.2,28.0,6.9,2.5,9.6,2.8,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5236335622181416,-0.6083152082854525
2015-03-16,BILBAO,11.6,30.8,48.2,32.0,9.1,2.5,13.9,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5276699307996904,-0.6096580725137262
2015-03-17,BILBAO,11.0,46.0,63.0,22.0,14.3,6.4,19.9,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5381895545652262,-0.6119642122385199
2015-03-18,BILBAO,15.0,50.0,72.0,29.0,13.3,8.9,18.0,1.3,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5363588763931564,-0.611350242884149
2015-03-19,BILBAO,9.0,28.0,41.0,25.0,11.8,8.5,15.6,1.5,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5333539582143634,-0.610658782433419
2015-03-20,BILBAO,5.0,17.0,24.0,46.0,10.1,7.5,11.2,1.3,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5298852617682112,-0.6099310799765836
2015-03-21,BILBAO,6.0,27.0,36.0,23.0,9.2,6.8,10.5,14.7,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5300469989905002,-0.6077746752756451
2015-03-22,BILBAO,5.0,13.0,20.0,16.0,9.4,6.9,10.4,2.6,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5286614849672299,-0.6094501571447968
2015-03-23,BILBAO,21.0,49.0,82.0,12.0,7.0,5.2,7.5,26.6,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5273569151965298,-0.6052384444270738
2015-03-24,BILBAO,10.0,33.0,49.0,15.0,8.8,4.9,9.9,11.3,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5287347896593309,-0.6080431531549481
2015-03-25,BILBAO,6.0,19.0,27.0,21.0,8.6,4.1,10.7,6.7,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5276496491823202,-0.6085576957428263
2015-03-26,BILBAO,8.0,26.0,38.0,12.0,10.2,5.8,13.1,16.6,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5323510959889713,-0.6079689992250762
2015-03-27,BILBAO,10.0,31.0,46.0,13.0,11.8,9.0,12.8,9.3,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5345079166037162,-0.609635896758878
2015-03-28,BILBAO,9.0,27.0,41.0,23.0,12.9,9.0,15.5,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5353573481668128,-0.6113433284664601
2015-03-29,BILBAO,10.0,34.0,49.0,24.0,14.4,9.2,18.4,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5383918550222558,-0.6120085610793814
2015-03-30,BILBAO,7.0,28.0,39.0,34.0,14.2,10.8,15.1,0.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5379872541081967,-0.6119198633976586
2015-03-31,BILBAO,5.0,16.0,23.0,19.0,13.6,11.5,14.7,1.0,178.6,12.3,34.5,1017.5,2,0,0,2,-0.5369213947492699,-0.6115226311634463
2015-04-01,BILBAO,4.0,15.0,21.0,32.0,11.9,5.0,14.4,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5331193523324552,-0.6120741170821129
2015-04-02,BILBAO,8.0,27.0,39.0,27.0,11.3,3.0,17.7,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.531905549590278,-0.6118080240369445
2015-04-03,BILBAO,9.0,22.0,34.0,20.0,11.3,4.9,15.9,0.5,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5319795212819032,-0.6117424544424226
2015-04-04,BILBAO,4.0,12.0,18.0,9.0,11.3,7.3,13.9,0.7,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5320091099585533,-0.6117162266046139
2015-04-05,BILBAO,4.0,14.0,20.0,9.0,11.8,4.7,15.2,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5329170518754257,-0.6120297682412515
2015-04-06,BILBAO,8.0,22.0,34.0,14.0,10.5,2.1,16.4,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5302871459340417,-0.6114532333100531
2015-04-07,BILBAO,17.0,37.0,63.0,22.0,12.9,2.9,19.6,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5351423569027506,-0.6125176054907272
2015-04-08,BILBAO,5.0,23.0,31.0,14.0,17.6,10.2,23.0,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5446504783831388,-0.6146020010112139
2015-04-09,BILBAO,5.0,29.0,37.0,21.0,17.6,13.7,23.2,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5446504783831388,-0.6146020010112139
2015-04-10,BILBAO,5.0,28.0,36.0,20.0,15.3,12.0,20.1,6.5,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5409591998625869,-0.6127295729426171
2015-04-11,BILBAO,7.0,23.0,34.0,14.0,15.2,9.4,19.2,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.53979526741443,-0.6135376288305397
2015-04-12,BILBAO,9.0,31.0,44.0,27.0,18.7,7.3,26.9,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5468757834104637,-0.6150898382606895
2015-04-13,BILBAO,6.0,36.0,45.0,36.0,22.9,14.2,28.9,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5553724026057043,-0.6169524895768691
2015-04-14,BILBAO,7.0,36.0,47.0,34.0,24.4,13.7,30.8,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5584069094611473,-0.6176177221897904
2015-04-15,BILBAO,5.0,30.0,38.0,27.0,21.8,14.5,26.8,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5531470975783794,-0.6164646523273936
2015-04-16,BILBAO,14.0,39.0,60.0,39.0,15.5,12.1,19.8,0.9,172.2,10.9,32.3,1016.5,2,0,0,2,-0.540535317830444,-0.6135526500829848
2015-04-17,BILBAO,17.0,31.0,57.0,30.0,14.4,11.7,17.4,18.1,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5408546389950253,-0.6108092187819574
2015-04-18,BILBAO,6.0,22.0,32.0,19.0,14.3,10.3,17.5,0.7,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5380781236694394,-0.6130466918304565
2015-04-19,BILBAO,5.0,20.0,28.0,15.0,13.1,8.1,16.6,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5355469578168097,-0.61260630317245
2015-04-20,BILBAO,11.0,26.0,43.0,21.0,14.7,7.1,20.4,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5387837651292823,-0.6133158846262327
2015-04-21,BILBAO,19.0,39.0,67.0,30.0,18.5,8.0,27.1,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5464711824964047,-0.6150011405789667
2015-04-22,BILBAO,6.0,30.0,39.0,18.0,19.3,13.3,26.6,19.1,172.2,10.9,32.3,1016.5,2,0,0,2,-0.550915304772723,-0.6128511727951232
2015-04-23,BILBAO,10.0,28.0,43.0,16.0,15.9,10.3,20.0,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5412113706136367,-0.6138480707165698
2015-04-24,BILBAO,18.0,36.0,63.0,40.0,15.8,9.8,24.5,0.4,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5410682475099073,-0.6137512662000908
2015-04-25,BILBAO,7.0,18.0,28.0,19.0,20.1,11.9,26.0,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5497079898088773,-0.6157107220327493
2015-04-26,BILBAO,4.0,14.0,20.0,10.0,16.5,11.7,21.8,5.7,172.2,10.9,32.3,1016.5,2,0,0,2,-0.543268450640341,-0.6133666703841891
2015-04-27,BILBAO,5.0,15.0,22.0,15.0,14.1,11.6,16.6,7.8,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5387239207764579,-0.6120269059065233
2015-04-28,BILBAO,9.0,20.0,33.0,17.0,11.9,7.3,16.7,0.2,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5331489410091053,-0.6120478892443042
2015-04-29,BILBAO,17.0,30.0,56.0,23.0,13.4,9.4,17.4,0.1,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5361686535262233,-0.6127262357761298
2015-04-30,BILBAO,8.0,31.0,43.0,29.0,18.7,8.6,24.5,0.0,172.2,10.9,32.3,1016.5,2,0,0,2,-0.5468757834104637,-0.6150898382606895
2015-05-01,BILBAO,4.0,7.0,13.0,8.0,19.8,15.7,23.0,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.548754191017905,-0.6164345201578858
2015-05-02,BILBAO,9.0,17.0,30.0,17.0,23.0,14.7,26.5,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5552278056428501,-0.6178536830654513
2015-05-03,BILBAO,4.0,14.0,21.0,15.0,21.3,15.9,25.5,3.8,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5523508827296995,-0.616601423852441
2015-05-04,BILBAO,14.0,22.0,43.0,18.0,24.1,15.3,30.0,3.7,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5580005011882014,-0.6178563053154652
2015-05-05,BILBAO,5.0,16.0,23.0,16.0,15.1,11.7,22.3,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5392460695375167,-0.6143501246373991
2015-05-06,BILBAO,7.0,19.0,29.0,16.0,14.4,8.7,17.9,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5378299663383099,-0.6140396827513692
2015-05-07,BILBAO,12.0,41.0,59.0,30.0,21.5,8.2,31.2,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.5521932987874071,-0.61718845045253
2015-05-08,BILBAO,8.0,23.0,35.0,22.0,19.6,14.6,24.2,0.0,359.0,10.5,29.3,1017.9,2,0,0,2,-0.5484434865081315,-0.6159833829860624
2015-05-09,BILBAO,5.0,20.0,28.0,14.0,16.2,12.1,21.4,0.0,273.6,5.3,29.3,1017.9,2,0,0,2,-0.5403446177134144,-0.6191872357680828
2015-05-10,BILBAO,6.0,22.0,32.0,33.0,21.0,12.1,34.5,0.0,132.0,9.3,29.3,1017.9,2,0,0,2,-0.5509940036936882,-0.6176915852284242
2015-05-11,BILBAO,5.0,15.0,23.0,35.0,16.4,14.3,20.1,0.0,273.6,6.7,29.3,1017.9,2,0,0,2,-0.541077856042473,-0.6180073952344532
2015-05-12,BILBAO,7.0,20.0,30.0,38.0,16.9,14.0,20.7,0.0,273.6,7.8,29.3,1017.9,2,0,0,2,-0.5423475734394061,-0.6172324308409834
2015-05-13,BILBAO,7.0,22.0,33.0,38.0,16.7,13.5,21.2,0.0,273.6,7.2,29.3,1017.9,2,0,0,2,-0.5418021279189187,-0.6176873923944116
2015-05-14,BILBAO,5.0,15.0,22.0,32.0,15.1,12.8,19.6,2.9,316.0,14.8,29.3,1017.9,2,0,0,2,-0.5407783880992987,-0.6097111569804895
2015-05-15,BILBAO,5.0,12.0,19.0,13.0,12.7,11.3,13.5,17.5,308.0,26.5,29.3,1017.9,2,0,0,2,-0.5408296203513993,-0.5961307975543328
2015-05-16,BILBAO,4.0,13.0,19.0,14.0,14.3,11.8,16.4,0.8,316.0,10.4,29.3,1017.9,2,0,0,2,-0.537816442891095,-0.6136185929416973
2015-05-17,BILBAO,4.0,11.0,17.0,13.0,15.6,9.2,18.6,0.7,339.0,8.4,29.3,1017.9,2,0,0,2,-0.5399620724727259,-0.6160204392423034
2015-05-18,BILBAO,13.0,18.0,38.0,17.0,13.6,8.3,18.2,3.8,2.0,10.0,29.3,1017.9,2,0,0,2,-0.5367502734373537,-0.6132771729786369
2015-05-19,BILBAO,5.0,16.0,23.0,17.0,13.0,10.5,15.2,10.1,322.0,12.1,29.3,1017.9,2,0,0,2,-0.5369614701321532,-0.6102820957194646
2015-05-20,BILBAO,5.0,17.0,25.0,16.0,12.2,10.2,14.9,7.5,273.6,12.5,29.3,1017.9,2,0,0,2,-0.5350523100837515,-0.6099058273939861
2015-05-21,BILBAO,7.0,20.0,30.0,16.0,12.7,8.3,16.3,1.0,273.6,11.2,29.3,1017.9,2,0,0,2,-0.5347970170638436,-0.6121579046699045
2015-05-22,BILBAO,5.0,17.0,25.0,17.0,13.6,9.2,16.5,0.1,273.6,7.2,29.3,1017.9,2,0,0,2,-0.535545608089328,-0.6162994644088032
2015-05-23,BILBAO,4.0,13.0,20.0,19.5,14.0,8.5,17.8,0.1,273.6,8.2,29.3,1017.9,2,0,0,2,-0.5365895509281602,-0.6155707610469973
2015-05-24,BILBAO,4.0,11.0,18.0,13.0,15.5,13.3,16.9,0.0,315.0,11.7,29.3,1017.9,2,0,0,2,-0.5404308569827773,-0.6130777620404421
2015-05-25,BILBAO,5.0,12.0,19.0,14.0,15.8,13.4,18.3,0.7,327.0,13.6,29.3,1017.9,2,0,0,2,-0.5415873266424979,-0.6113974235527176
2015-05-26,BILBAO,6.0,15.0,24.0,22.0,15.7,12.8,17.0,0.2,273.6,10.1,29.3,1017.9,2,0,0,2,-0.540489460956344,-0.6145899898447589
2015-05-27,BILBAO,5.0,17.0,25.0,19.0,17.2,12.3,20.8,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.543494379135137,-0.6152814502954889
2015-05-28,BILBAO,8.0,17.0,29.0,17.0,17.0,10.6,21.4,0.0,273.6,10.1,29.3,1017.9,2,0,0,2,-0.543089778221078,-0.615192752613766
2015-05-29,BILBAO,4.0,13.0,19.0,10.0,16.9,10.8,19.7,0.0,273.6,5.6,29.3,1017.9,2,0,0,2,-0.5418311432158353,-0.6192258480365371
2015-05-30,BILBAO,8.0,19.0,31.0,15.0,16.1,9.5,21.9,0.0,273.6,6.4,29.3,1017.9,2,0,0,2,-0.5404005323681702,-0.6181461783294445
2015-05-31,BILBAO,7.0,16.0,26.0,19.0,18.4,10.6,24.0,0.0,273.6,7.6,29.3,1017.9,2,0,0,2,-0.5453351320927063,-0.6180788831989551
2015-06-01,BILBAO,8.0,19.0,30.0,20.0,18.2,15.8,20.7,0.0,309.8,4.8,27.4,1017.3,2,0,0,2,-0.5443414440392105,-0.6204707052332857
2015-06-02,BILBAO,8.0,18.0,30.0,25.0,19.4,15.5,24.8,0.0,309.8,6.8,27.4,1017.3,2,0,0,2,-0.547238531544993,-0.6191906938731195
2015-06-03,BILBAO,4.0,14.0,21.0,16.0,19.3,17.0,21.2,0.0,309.8,6.0,27.4,1017.3,2,0,0,2,-0.5468484382793922,-0.6198712240124594
